date,open,high,low,close,adj_close,volume
2020-01-02,158.77999877929688,160.72999572753906,158.3300018310547,160.6199951171875,156.59201049804688,22622100.0
2020-01-03,158.32000732421875,159.9499969482422,158.05999755859375,158.6199951171875,154.64212036132812,21116200.0
2020-01-06,157.0800018310547,159.10000610351562,156.50999450683594,159.02999877929688,155.04190063476562,20813700.0
2020-01-07,159.32000732421875,159.6699981689453,157.32000732421875,157.5800018310547,153.62823486328125,21634100.0
2020-01-08,158.92999267578125,160.8000030517578,157.9499969482422,160.08999633789062,156.07525634765625,27746500.0
2020-01-09,161.83999633789062,162.22000122070312,161.02999877929688,162.08999633789062,158.025146484375,21385000.0
2020-01-10,162.82000732421875,163.22000122070312,161.17999267578125,161.33999633789062,157.2939453125,20725900.0
2020-01-13,161.75999450683594,163.30999755859375,161.25999450683594,163.27999877929688,159.185302734375,21626500.0
2020-01-14,163.38999938964844,163.60000610351562,161.72000122070312,162.1300048828125,158.0641326904297,23477400.0
2020-01-15,162.6199951171875,163.94000244140625,162.57000732421875,163.17999267578125,159.0878143310547,21417900.0
2020-01-16,164.35000610351562,166.24000549316406,164.02999877929688,166.1699981689453,162.0028076171875,23865400.0
2020-01-17,167.4199981689453,167.47000122070312,165.42999267578125,167.10000610351562,162.90951538085938,34371700.0
2020-01-21,166.67999267578125,168.19000244140625,166.42999267578125,166.5,162.32452392578125,29517200.0
2020-01-22,167.39999389648438,167.49000549316406,165.67999267578125,165.6999969482422,161.5446014404297,24138800.0
2020-01-23,166.19000244140625,166.8000030517578,165.27000427246094,166.72000122070312,162.5390625,19680800.0
2020-01-24,167.50999450683594,167.52999877929688,164.4499969482422,165.0399932861328,160.90115356445312,24918100.0
2020-01-27,161.14999389648438,163.3800048828125,160.1999969482422,162.27999877929688,158.2103729248047,32078100.0
2020-01-28,163.77999877929688,165.75999450683594,163.07000732421875,165.4600067138672,161.31065368652344,24899900.0
2020-01-29,167.83999633789062,168.75,165.69000244140625,168.0399932861328,163.82594299316406,34754500.0
2020-01-30,174.0500030517578,174.0500030517578,170.7899932861328,172.77999877929688,168.4470672607422,51597500.0
2020-01-31,172.2100067138672,172.39999389648438,169.5800018310547,170.22999572753906,165.9610137939453,36142700.0
2020-02-03,170.42999267578125,174.5,170.39999389648438,174.3800048828125,170.00692749023438,30107000.0
2020-02-04,177.13999938964844,180.63999938964844,176.30999755859375,180.1199951171875,175.60299682617188,36433300.0
2020-02-05,184.02999877929688,184.1999969482422,178.41000366210938,179.89999389648438,175.3885040283203,39186300.0
2020-02-06,180.97000122070312,183.82000732421875,180.05999755859375,183.6300048828125,179.0249786376953,27751400.0
2020-02-07,182.85000610351562,185.6300048828125,182.47999572753906,183.88999938964844,179.2784423828125,33529100.0
2020-02-10,183.5800018310547,188.83999633789062,183.25,188.6999969482422,183.9678192138672,35844300.0
2020-02-11,190.64999389648438,190.6999969482422,183.5,184.44000244140625,179.8146514892578,53159900.0
2020-02-12,185.5800018310547,185.85000610351562,181.85000610351562,184.7100067138672,180.07789611816406,47062900.0
2020-02-13,183.0800018310547,186.22999572753906,182.8699951171875,183.7100067138672,179.1029815673828,35295800.0
2020-02-14,183.25,185.41000366210938,182.64999389648438,185.35000610351562,180.7018280029297,23149500.0
2020-02-18,185.61000061035156,187.6999969482422,185.5,187.22999572753906,182.53466796875,27792200.0
2020-02-19,188.05999755859375,188.17999267578125,186.47000122070312,187.27999877929688,183.0821075439453,29997500.0
2020-02-20,186.9499969482422,187.25,181.10000610351562,184.4199981689453,180.28623962402344,36862400.0
2020-02-21,183.1699981689453,183.5,177.25,178.58999633789062,174.5869140625,48572600.0
2020-02-24,167.77000427246094,174.5500030517578,163.22999572753906,170.88999938964844,167.05953979492188,68311100.0
2020-02-25,174.1999969482422,174.83999633789062,167.64999389648438,168.07000732421875,164.30271911621094,68073300.0
2020-02-26,169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,166.3556671142578,56206100.0
2020-02-27,163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,154.63438415527344,93174900.0
2020-02-28,152.41000366210938,163.7100067138672,152.0,162.00999450683594,158.3785400390625,97012700.0
2020-03-02,165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,168.9169158935547,71030800.0
2020-03-03,173.8000030517578,175.0,162.25999450683594,164.50999450683594,160.822509765625,71677000.0
2020-03-04,168.49000549316406,170.6999969482422,165.6199951171875,170.5500030517578,166.72718811035156,49814400.0
2020-03-05,166.0500030517578,170.8699951171875,165.69000244140625,166.27000427246094,162.54307556152344,47817300.0
2020-03-06,162.61000061035156,163.11000061035156,156.0,161.57000732421875,157.94842529296875,72821100.0
2020-03-09,151.0,157.75,150.0,150.6199951171875,147.24386596679688,70419300.0
2020-03-10,158.16000366210938,161.02999877929688,152.5800018310547,160.9199981689453,157.31295776367188,65354400.0
2020-03-11,157.1300048828125,157.6999969482422,151.14999389648438,153.6300048828125,150.18638610839844,56371600.0
2020-03-12,145.3000030517578,153.47000122070312,138.5800018310547,139.05999755859375,135.94296264648438,93226400.0
2020-03-13,147.5,161.91000366210938,140.72999572753906,158.8300018310547,155.2698516845703,92727400.0
2020-03-16,140.0,149.35000610351562,135.0,135.4199981689453,132.38458251953125,87905900.0
2020-03-17,140.0,147.5,135.0,146.57000732421875,143.28465270996094,81059800.0
2020-03-18,138.0,146.0,135.02000427246094,140.39999389648438,137.25294494628906,81593200.0
2020-03-19,142.77000427246094,150.14999389648438,139.0,142.7100067138672,139.5111846923828,85922700.0
2020-03-20,146.0,147.10000610351562,135.86000061035156,137.35000610351562,134.2713165283203,84866200.0
2020-03-23,137.00999450683594,140.57000732421875,132.52000427246094,135.97999572753906,132.93203735351562,78975200.0
2020-03-24,143.75,149.60000610351562,141.27000427246094,148.33999633789062,145.01498413085938,82516700.0
2020-03-25,148.91000366210938,154.3300018310547,144.44000244140625,146.9199981689453,143.62680053710938,75638200.0
2020-03-26,148.39999389648438,156.66000366210938,148.3699951171875,156.11000061035156,152.61080932617188,64568100.0
2020-03-27,151.75,154.88999938964844,149.1999969482422,149.6999969482422,146.34446716308594,57042300.0
